user_id,last_order,frequency,monetary,recency,R_score,F_score,M_score,segment,city,channel
U0072,2026-06-28,26,1478.5,2,4,4,4,重要价值客户,成都,APP
U0073,2026-06-27,32,1768.5,3,4,4,4,重要价值客户,杭州,APP
U0074,2026-06-26,20,1085.0,4,4,4,4,重要价值客户,北京,饿了么
U0075,2026-06-29,21,936.0,1,4,4,4,重要价值客户,杭州,APP
U0076,2026-06-30,31,1714.1000000000001,0,4,4,4,重要价值客户,杭州,APP
U0077,2026-06-23,21,1076.5,7,3,4,4,一般价值客户,上海,美团
U0078,2026-06-30,32,1565.4,0,4,4,4,重要价值客户,杭州,美团
U0079,2026-06-25,23,1181.4,5,3,4,4,一般价值客户,上海,小程序
U0080,2026-06-19,27,1282.0,11,3,4,4,一般价值客户,杭州,门店
U0081,2026-06-24,27,1446.4,6,3,4,4,一般价值客户,北京,APP
U0082,2026-06-30,33,1592.5,0,4,4,4,重要价值客户,成都,美团
U0083,2026-06-18,34,1685.0,12,3,4,4,一般价值客户,杭州,APP
U0084,2026-06-18,32,1575.9,12,3,4,4,一般价值客户,杭州,APP
U0085,2026-06-21,35,2037.8999999999999,9,3,4,4,一般价值客户,杭州,饿了么
U0086,2026-06-17,27,1180.8,13,3,4,4,一般价值客户,上海,饿了么
U0087,2026-06-19,33,2059.7,11,3,4,4,一般价值客户,上海,APP
U0088,2026-06-21,29,1439.1,9,3,4,4,一般价值客户,杭州,美团
U0089,2026-06-25,19,798.8,5,3,4,4,一般价值客户,北京,美团
U0090,2026-06-09,27,1546.3,21,2,4,4,重要唤回客户,北京,美团
U0091,2026-06-26,22,1124.1,4,4,4,4,重要价值客户,杭州,门店
U0092,2026-06-24,34,2306.4,6,3,4,4,一般价值客户,深圳,美团
U0093,2026-06-30,33,1563.7,0,4,4,4,重要价值客户,成都,美团
U0094,2026-06-05,30,1190.4,25,2,4,4,重要唤回客户,北京,门店
U0095,2026-06-10,30,1452.9,20,2,4,4,重要唤回客户,上海,饿了么
U0096,2026-06-29,32,1673.6,1,4,4,4,重要价值客户,上海,门店
U0097,2026-06-30,25,1256.5,0,4,4,4,重要价值客户,上海,饿了么
U0098,2026-06-30,30,1438.4,0,4,4,4,重要价值客户,成都,饿了么
U0099,2026-06-13,30,1218.3,17,2,4,4,重要唤回客户,上海,饿了么
U0100,2026-06-24,24,1477.6,6,3,4,4,一般价值客户,北京,小程序
U0101,2026-06-26,27,1659.0,4,4,4,4,重要价值客户,上海,APP
U0102,2026-06-30,33,1474.9,0,4,4,4,重要价值客户,上海,饿了么
U0103,2026-06-29,35,1803.7,1,4,4,4,重要价值客户,成都,饿了么
U0104,2026-05-13,22,1142.7,48,2,4,4,重要唤回客户,成都,小程序
U0105,2026-06-20,30,1279.8,10,3,4,4,一般价值客户,成都,饿了么
U0106,2026-06-30,24,1214.3,0,4,4,4,重要价值客户,深圳,门店
U0107,2026-06-22,21,1546.7,8,3,4,4,一般价值客户,深圳,APP
U0108,2026-06-09,20,1077.1,21,2,4,4,重要唤回客户,杭州,APP
U0109,2026-06-30,32,2090.6,0,4,4,4,重要价值客户,深圳,美团
U0110,2026-06-28,35,2355.7,2,4,4,4,重要价值客户,上海,小程序
U0111,2026-06-30,20,890.0,0,4,4,4,重要价值客户,成都,饿了么
U0112,2026-06-11,18,1068.3,19,2,4,4,重要唤回客户,上海,饿了么
U0113,2026-06-25,24,1195.0,5,3,4,4,一般价值客户,成都,门店
U0114,2026-06-28,26,1363.8,2,4,4,4,重要价值客户,深圳,小程序
U0115,2026-06-28,32,1729.1,2,4,4,4,重要价值客户,深圳,门店
U0116,2026-06-27,28,1330.9,3,4,4,4,重要价值客户,杭州,饿了么
U0117,2026-06-30,18,832.5,0,4,4,4,重要价值客户,深圳,饿了么
U0118,2026-06-30,27,1478.7,0,4,4,4,重要价值客户,成都,小程序
U0119,2026-06-30,34,2032.7,0,4,4,4,重要价值客户,成都,门店
U0120,2026-06-30,23,1668.8,0,4,4,4,重要价值客户,上海,APP
U0121,2026-06-23,35,1843.8,7,3,4,4,一般价值客户,上海,小程序
U0122,2026-06-24,24,1412.2,6,3,4,4,一般价值客户,北京,门店
U0123,2026-06-27,35,1750.3,3,4,4,4,重要价值客户,成都,APP
U0124,2026-06-28,23,1344.5,2,4,4,4,重要价值客户,北京,门店
U0125,2026-06-27,31,1578.7,3,4,4,4,重要价值客户,杭州,门店
U0126,2026-06-15,31,1574.5,15,3,4,4,一般价值客户,上海,美团
U0127,2026-06-23,33,2001.9,7,3,4,4,一般价值客户,上海,小程序
U0128,2026-06-27,33,1578.6,3,4,4,4,重要价值客户,北京,门店
U0129,2026-06-29,30,1760.3,1,4,4,4,重要价值客户,杭州,饿了么
U0130,2026-06-30,33,2101.1,0,4,4,4,重要价值客户,杭州,饿了么
U0131,2026-06-29,34,1868.7,1,4,4,4,重要价值客户,上海,小程序
U0132,2026-06-30,35,1845.4,0,4,4,4,重要价值客户,北京,饿了么
U0133,2026-06-25,28,1543.2,5,3,4,4,一般价值客户,深圳,饿了么
U0134,2026-06-20,21,1070.0,10,3,4,4,一般价值客户,北京,美团
U0135,2026-06-24,35,1845.0,6,3,4,4,一般价值客户,上海,门店
U0136,2026-06-24,33,1988.7,6,3,4,4,一般价值客户,上海,门店
U0137,2026-06-30,29,1537.3,0,4,4,4,重要价值客户,北京,小程序
U0138,2026-06-30,29,1570.3999999999999,0,4,4,4,重要价值客户,成都,美团
U0139,2026-06-28,29,2110.9,2,4,4,4,重要价值客户,北京,APP
U0140,2026-06-29,25,1329.7,1,4,4,4,重要价值客户,北京,美团
U0141,2026-05-26,30,1671.1,35,2,4,4,重要唤回客户,北京,门店
U0142,2026-06-22,31,1433.9,8,3,4,4,一般价值客户,北京,门店
U0143,2026-06-06,24,1460.6,24,2,4,4,重要唤回客户,上海,美团
U0144,2026-06-25,33,1545.0,5,3,4,4,一般价值客户,杭州,APP
U0145,2026-06-22,30,1818.6000000000001,8,3,4,4,一般价值客户,杭州,门店
U0146,2026-06-10,22,966.0,20,2,4,4,重要唤回客户,北京,APP
U0147,2026-06-29,32,1633.2,1,4,4,4,重要价值客户,北京,美团
U0148,2026-06-23,31,1461.0,7,3,4,4,一般价值客户,深圳,小程序
U0149,2026-06-28,33,1512.7,2,4,4,4,重要价值客户,深圳,饿了么
U0150,2026-06-16,23,1138.2,14,3,4,4,一般价值客户,成都,门店
U0151,2026-05-31,14,800.9,30,2,4,4,重要唤回客户,上海,门店
U0152,2026-06-24,14,725.8,6,3,4,4,一般价值客户,成都,门店
U0153,2026-05-16,9,555.1,45,2,3,3,一般价值客户,上海,饿了么
U0154,2026-05-14,8,354.3,47,2,3,3,一般价值客户,深圳,门店
U0155,2026-05-12,7,269.1,49,2,3,3,一般价值客户,成都,饿了么
U0156,2026-06-23,13,796.8,7,3,4,4,一般价值客户,杭州,饿了么
U0157,2026-05-09,10,450.0,52,2,3,3,一般价值客户,深圳,小程序
U0158,2026-06-30,14,612.2,0,4,4,3,一般价值客户,杭州,小程序
U0159,2026-06-26,8,452.5,4,4,3,3,一般价值客户,成都,APP
U0160,2026-06-17,7,389.4,13,3,3,3,一般价值客户,杭州,小程序
U0161,2026-06-30,12,611.8,0,4,3,3,一般价值客户,深圳,饿了么
U0162,2026-06-27,8,300.9,3,4,3,3,一般价值客户,上海,门店
U0163,2026-06-21,14,903.2,9,3,4,4,一般价值客户,深圳,美团
U0164,2026-06-22,13,833.0,8,3,4,4,一般价值客户,杭州,门店
U0165,2026-06-16,12,766.6,14,3,3,4,一般价值客户,北京,APP
U0166,2026-05-31,6,303.0,30,2,3,3,一般价值客户,杭州,APP
U0167,2026-06-30,13,722.1,0,4,4,4,重要价值客户,成都,门店
U0168,2026-06-27,11,699.6999999999999,3,4,3,4,一般价值客户,成都,小程序
U0169,2026-06-28,10,521.6,2,4,3,3,一般价值客户,深圳,APP
U0170,2026-06-12,6,325.8,18,2,3,3,一般价值客户,成都,饿了么
U0171,2026-06-29,11,719.6,1,4,3,4,一般价值客户,深圳,美团
U0172,2026-06-27,14,677.0,3,4,4,4,重要价值客户,杭州,APP
U0173,2026-06-22,11,673.3,8,3,3,4,一般价值客户,杭州,APP
U0174,2026-06-26,8,533.4,4,4,3,3,一般价值客户,上海,门店
U0175,2026-06-01,6,356.40000000000003,29,2,3,3,一般价值客户,成都,门店
U0176,2026-06-26,14,733.5,4,4,4,4,重要价值客户,北京,门店
U0177,2026-05-10,8,582.3,51,2,3,3,一般价值客户,北京,APP
U0178,2026-05-23,9,404.9,38,2,3,3,一般价值客户,上海,APP
U0179,2026-06-29,13,546.2,1,4,4,3,一般价值客户,成都,小程序
U0180,2026-06-25,11,496.9,5,3,3,3,一般价值客户,杭州,饿了么
U0181,2026-04-17,8,406.7,74,1,3,3,一般价值客户,杭州,美团
U0182,2026-06-22,8,389.9,8,3,3,3,一般价值客户,北京,APP
U0183,2026-06-27,12,607.0,3,4,3,3,一般价值客户,上海,小程序
U0184,2026-05-19,6,389.4,42,2,3,3,一般价值客户,北京,APP
U0185,2026-06-29,10,502.4,1,4,3,3,一般价值客户,成都,美团
U0186,2026-04-08,9,411.2,83,1,3,3,一般价值客户,成都,APP
U0187,2026-06-25,6,350.2,5,3,3,3,一般价值客户,杭州,APP
U0188,2026-06-19,12,666.2,11,3,3,4,一般价值客户,成都,饿了么
U0189,2026-06-25,10,553.2,5,3,3,3,一般价值客户,深圳,美团
U0190,2026-06-28,14,991.5,2,4,4,4,重要价值客户,成都,美团
U0191,2026-06-13,6,210.2,17,2,3,2,一般价值客户,杭州,APP
U0192,2026-06-26,6,445.3,4,4,3,3,一般价值客户,杭州,门店
U0193,2026-06-05,7,389.1,25,2,3,3,一般价值客户,深圳,饿了么
U0194,2026-06-29,11,431.2,1,4,3,3,一般价值客户,北京,门店
U0195,2026-06-30,11,638.5,0,4,3,3,一般价值客户,上海,门店
U0196,2026-05-19,12,611.4,42,2,3,3,一般价值客户,深圳,门店
U0197,2026-06-24,13,709.3000000000001,6,3,4,4,一般价值客户,成都,小程序
U0198,2026-04-17,12,585.8,74,1,3,3,一般价值客户,北京,APP
U0199,2026-06-14,9,508.5,16,3,3,3,一般价值客户,北京,APP
U0200,2026-06-15,12,623.3,15,3,3,3,一般价值客户,杭州,美团
U0201,2026-06-29,10,380.6,1,4,3,3,一般价值客户,成都,美团
U0202,2026-06-06,6,356.8,24,2,3,3,一般价值客户,上海,APP
U0203,2026-06-27,12,675.2,3,4,3,4,一般价值客户,杭州,饿了么
U0204,2026-06-29,6,251.70000000000002,1,4,3,3,一般价值客户,上海,饿了么
U0205,2026-06-29,12,665.5,1,4,3,4,一般价值客户,杭州,小程序
U0206,2026-06-25,7,396.5,5,3,3,3,一般价值客户,深圳,美团
U0207,2026-06-27,12,454.8,3,4,3,3,一般价值客户,成都,饿了么
U0208,2026-06-18,12,511.0,12,3,3,3,一般价值客户,北京,美团
U0209,2026-05-29,12,617.5,32,2,3,3,一般价值客户,深圳,美团
U0210,2026-06-30,14,829.0,0,4,4,4,重要价值客户,上海,美团
U0211,2026-06-11,6,400.3,19,2,3,3,一般价值客户,杭州,APP
U0212,2026-05-11,7,426.9,50,2,3,3,一般价值客户,北京,饿了么
U0213,2026-06-02,7,477.0,28,2,3,3,一般价值客户,上海,美团
U0214,2026-06-18,8,615.7,12,3,3,3,一般价值客户,成都,小程序
U0215,2026-03-20,9,448.3,102,1,3,3,一般价值客户,杭州,APP
U0216,2026-06-22,13,670.9,8,3,4,4,一般价值客户,北京,小程序
U0217,2026-06-21,12,741.3,9,3,3,4,一般价值客户,杭州,门店
U0218,2026-06-30,8,389.0,0,4,3,3,一般价值客户,杭州,门店
U0219,2026-04-18,10,550.7,73,1,3,3,一般价值客户,杭州,门店
U0220,2026-05-26,8,440.8,35,2,3,3,一般价值客户,深圳,小程序
U0221,2026-06-13,7,238.9,17,2,3,2,一般价值客户,上海,饿了么
U0222,2026-06-03,13,715.3,27,2,4,4,重要唤回客户,深圳,APP
U0223,2026-06-29,12,513.7,1,4,3,3,一般价值客户,上海,小程序
U0224,2026-06-02,13,645.6999999999999,28,2,4,3,一般价值客户,北京,APP
U0225,2026-05-05,9,536.8,56,1,3,3,一般价值客户,成都,APP
U0226,2026-06-06,12,700.6,24,2,3,4,一般价值客户,北京,美团
U0227,2026-06-27,10,619.7,3,4,3,3,一般价值客户,上海,饿了么
U0228,2026-06-21,12,697.1,9,3,3,4,一般价值客户,杭州,门店
U0229,2026-06-30,7,252.7,0,4,3,3,一般价值客户,北京,饿了么
U0230,2026-06-20,11,721.1,10,3,3,4,一般价值客户,上海,APP
U0231,2026-05-06,8,372.4,55,1,3,3,一般价值客户,上海,饿了么
U0232,2026-02-09,6,264.4,141,1,3,3,一般价值客户,深圳,饿了么
U0233,2026-06-30,13,999.9,0,4,4,4,重要价值客户,杭州,美团
U0234,2026-06-19,9,403.90000000000003,11,3,3,3,一般价值客户,上海,饿了么
U0235,2026-06-30,14,621.9,0,4,4,3,一般价值客户,北京,小程序
U0236,2026-06-30,10,675.7,0,4,3,4,一般价值客户,深圳,饿了么
U0237,2026-06-06,10,568.2,24,2,3,3,一般价值客户,成都,小程序
U0238,2026-05-23,10,584.8,38,2,3,3,一般价值客户,成都,美团
U0239,2026-06-24,11,466.0,6,3,3,3,一般价值客户,深圳,小程序
U0240,2026-06-24,10,417.1,6,3,3,3,一般价值客户,深圳,小程序
U0241,2026-06-11,6,485.9,19,2,3,3,一般价值客户,杭州,小程序
U0242,2026-06-25,12,437.0,5,3,3,3,一般价值客户,深圳,美团
U0243,2026-06-30,13,656.1,0,4,4,4,重要价值客户,北京,美团
U0244,2026-06-08,6,286.6,22,2,3,3,一般价值客户,成都,门店
U0245,2026-06-27,13,590.3,3,4,4,3,一般价值客户,成都,美团
U0246,2026-06-25,10,556.7,5,3,3,3,一般价值客户,杭州,饿了么
U0247,2026-04-18,10,470.9,73,1,3,3,一般价值客户,深圳,APP
U0248,2026-04-10,11,469.5,81,1,3,3,一般价值客户,深圳,美团
U0249,2026-02-10,12,630.7,140,1,3,3,一般价值客户,杭州,饿了么
U0250,2026-06-23,6,379.0,7,3,3,3,一般价值客户,杭州,门店
U0251,2026-06-21,13,705.8,9,3,4,4,一般价值客户,杭州,门店
U0252,2026-06-11,14,695.5,19,2,4,4,重要唤回客户,杭州,APP
U0253,2026-06-25,12,569.1999999999999,5,3,4,3,一般价值客户,深圳,门店
U0254,2026-04-17,8,341.4,74,1,3,3,一般价值客户,成都,门店
U0255,2026-06-29,11,523.9,1,4,3,3,一般价值客户,上海,饿了么
U0256,2026-06-26,13,686.3000000000001,4,4,4,4,重要价值客户,上海,APP
U0257,2026-06-18,9,544.1999999999999,12,3,3,3,一般价值客户,杭州,饿了么
U0258,2026-06-28,6,308.1,2,4,3,3,一般价值客户,杭州,美团
U0259,2026-05-29,7,338.3,32,2,3,3,一般价值客户,上海,小程序
U0260,2026-05-06,9,293.90000000000003,55,1,3,3,一般价值客户,北京,美团
U0261,2026-06-30,11,599.9,0,4,3,3,一般价值客户,北京,门店
U0262,2026-06-27,6,402.3,3,4,3,3,一般价值客户,成都,门店
U0263,2026-06-26,14,994.5,4,4,4,4,重要价值客户,成都,饿了么
U0264,2026-06-07,14,704.4,23,2,4,4,重要唤回客户,杭州,饿了么
U0265,2026-06-08,7,306.8,22,2,3,3,一般价值客户,深圳,美团
U0266,2026-06-24,6,284.9,6,3,3,3,一般价值客户,深圳,门店
U0267,2026-05-28,6,278.9,33,2,3,3,一般价值客户,上海,APP
U0268,2026-04-14,6,320.0,77,1,3,3,一般价值客户,上海,饿了么
U0269,2026-06-29,12,641.7,1,4,4,3,一般价值客户,北京,APP
U0270,2026-06-06,13,647.8,24,2,4,3,一般价值客户,杭州,门店
U0271,2026-06-09,11,594.7,21,2,3,3,一般价值客户,成都,饿了么
U0272,2026-06-16,10,615.0,14,3,3,3,一般价值客户,上海,APP
U0273,2026-06-01,8,337.3,29,2,3,3,一般价值客户,北京,门店
U0274,2026-06-28,6,264.8,2,4,3,3,一般价值客户,深圳,小程序
U0275,2026-06-30,9,414.8,0,4,3,3,一般价值客户,成都,APP
U0276,2026-06-15,11,458.5,15,3,3,3,一般价值客户,上海,小程序
U0277,2026-05-20,11,461.4,41,2,3,3,一般价值客户,深圳,APP
U0278,2026-06-25,9,358.3,5,3,3,3,一般价值客户,杭州,小程序
U0279,2026-05-13,7,398.59999999999997,48,2,3,3,一般价值客户,成都,门店
U0280,2026-06-19,12,674.0,11,3,4,4,一般价值客户,杭州,美团
U0281,2026-04-02,6,213.9,89,1,3,2,一般价值客户,北京,小程序
U0282,2026-06-30,13,540.4,0,4,4,3,一般价值客户,杭州,小程序
U0283,2026-06-18,13,911.8,12,3,4,4,一般价值客户,杭州,美团
U0284,2026-06-17,13,793.8,13,3,4,4,一般价值客户,成都,小程序
U0285,2026-04-08,8,440.3,83,1,3,3,一般价值客户,北京,饿了么
U0286,2026-05-29,6,347.8,32,2,3,3,一般价值客户,上海,APP
U0287,2026-04-09,6,368.4,82,1,3,3,一般价值客户,成都,美团
U0288,2026-06-27,8,406.2,3,4,3,3,一般价值客户,成都,饿了么
U0289,2026-05-25,11,469.2,36,2,3,3,一般价值客户,成都,美团
U0290,2026-06-30,10,478.8,0,4,3,3,一般价值客户,杭州,门店
U0291,2026-06-18,6,274.1,12,3,3,3,一般价值客户,杭州,门店
U0292,2026-06-26,12,790.8,4,4,4,4,重要价值客户,成都,小程序
U0293,2026-06-26,11,688.1,4,4,3,4,一般价值客户,上海,APP
U0294,2026-06-27,14,705.5,3,4,4,4,重要价值客户,北京,门店
U0295,2026-06-29,8,389.59999999999997,1,4,3,3,一般价值客户,上海,APP
U0296,2026-05-15,6,361.3,46,2,3,3,一般价值客户,北京,饿了么
U0297,2026-06-06,11,739.4,24,2,3,4,一般价值客户,北京,小程序
U0298,2026-06-24,12,560.9,6,3,4,3,一般价值客户,杭州,饿了么
U0299,2026-06-23,12,585.7,7,3,4,3,一般价值客户,深圳,小程序
U0300,2026-06-29,14,530.5,1,4,4,3,一般价值客户,深圳,门店
U0301,2026-06-30,14,737.4,0,4,4,4,重要价值客户,杭州,小程序
U0302,2026-06-27,7,370.40000000000003,3,4,3,3,一般价值客户,北京,门店
U0303,2026-06-27,6,246.5,3,4,3,3,一般价值客户,成都,APP
U0304,2026-06-05,7,392.0,25,2,3,3,一般价值客户,上海,饿了么
U0305,2026-06-29,14,768.1,1,4,4,4,重要价值客户,北京,门店
U0306,2026-06-02,10,643.8,28,2,3,3,一般价值客户,上海,小程序
U0307,2026-06-19,7,350.1,11,3,3,3,一般价值客户,深圳,饿了么
U0308,2026-06-24,11,552.4,6,3,3,3,一般价值客户,深圳,美团
U0309,2026-05-19,6,306.2,42,2,3,3,一般价值客户,杭州,门店
U0310,2026-06-29,10,462.1,1,4,3,3,一般价值客户,杭州,门店
U0311,2026-06-28,8,353.2,2,4,3,3,一般价值客户,成都,美团
U0312,2026-06-22,7,289.3,8,3,3,3,一般价值客户,上海,饿了么
U0313,2026-06-18,10,581.0,12,3,3,3,一般价值客户,杭州,门店
U0314,2026-06-30,14,940.4,0,4,4,4,重要价值客户,深圳,小程序
U0315,2026-06-05,10,546.5,25,2,3,3,一般价值客户,北京,饿了么
U0316,2026-06-20,7,378.4,10,3,3,3,一般价值客户,上海,门店
U0317,2026-06-27,8,509.3,3,4,3,3,一般价值客户,上海,APP
U0318,2026-06-16,10,713.4,14,3,3,4,一般价值客户,成都,美团
U0319,2026-06-28,14,582.8,2,4,4,3,一般价值客户,北京,饿了么
U0320,2026-06-23,12,626.0,7,3,4,3,一般价值客户,杭州,小程序
U0321,2026-06-24,12,636.9,6,3,4,3,一般价值客户,深圳,美团
U0322,2026-06-24,8,288.0,6,3,3,3,一般价值客户,深圳,小程序
U0323,2026-06-24,10,730.0,6,3,3,4,一般价值客户,深圳,美团
U0324,2026-06-30,14,829.6,0,4,4,4,重要价值客户,杭州,门店
U0325,2026-06-29,7,292.3,1,4,3,3,一般价值客户,杭州,饿了么
U0326,2026-06-18,12,735.7,12,3,4,4,一般价值客户,杭州,小程序
U0327,2026-04-28,6,505.1,63,1,3,3,一般价值客户,深圳,门店
U0328,2026-06-20,8,528.6,10,3,3,3,一般价值客户,杭州,饿了么
U0329,2026-03-07,12,514.8,115,1,4,3,一般价值客户,成都,美团
U0330,2026-06-29,10,469.3,1,4,3,3,一般价值客户,上海,APP
U0331,2026-06-27,11,657.2,3,4,3,4,一般价值客户,深圳,饿了么
U0332,2026-06-14,8,482.90000000000003,16,3,3,3,一般价值客户,杭州,小程序
U0333,2026-05-13,6,246.8,48,2,3,3,一般价值客户,深圳,饿了么
U0334,2026-04-29,9,553.6,62,1,3,3,一般价值客户,深圳,美团
U0335,2026-06-30,12,477.6,0,4,4,3,一般价值客户,杭州,小程序
U0336,2026-06-23,9,372.8,7,3,3,3,一般价值客户,成都,APP
U0337,2026-06-30,6,302.8,0,4,3,3,一般价值客户,北京,门店
U0338,2026-06-30,8,498.7,0,4,3,3,一般价值客户,上海,饿了么
U0339,2026-06-02,11,459.6,28,2,3,3,一般价值客户,上海,APP
U0340,2026-05-23,7,297.7,38,2,3,3,一般价值客户,杭州,小程序
U0341,2026-06-30,14,767.5,0,4,4,4,重要价值客户,北京,美团
U0342,2026-04-26,9,406.2,65,1,3,3,一般价值客户,成都,门店
U0343,2026-06-18,6,259.7,12,3,3,3,一般价值客户,杭州,美团
U0344,2026-05-09,10,428.2,52,2,3,3,一般价值客户,杭州,饿了么
U0345,2026-06-24,8,334.2,6,3,3,3,一般价值客户,杭州,APP
U0346,2026-06-27,9,539.3000000000001,3,4,3,3,一般价值客户,成都,APP
U0347,2026-06-25,12,705.7,5,3,4,4,一般价值客户,深圳,美团
U0348,2026-04-16,8,483.90000000000003,75,1,3,3,一般价值客户,成都,门店
U0349,2026-06-01,12,701.5,29,2,4,4,重要唤回客户,深圳,门店
U0350,2026-06-23,9,546.9,7,3,3,3,一般价值客户,成都,美团
