order_id,user_id,order_date,product,category,quantity,amount,channel
SALE_00081,ANON-0000-0000-0046,2024-03-10,Latte,咖啡,1,38.7,card
SALE_00082,ANON-0000-0000-0047,2024-03-11,Latte,咖啡,1,38.7,card
SALE_00083,CASH_00011,2024-03-11,Cortado,其他,1,30.0,cash
SALE_00084,ANON-0000-0000-0048,2024-03-11,Cortado,其他,1,28.9,card
SALE_00085,ANON-0000-0000-0047,2024-03-11,Americano,咖啡,1,28.9,card
SALE_00086,CASH_00012,2024-03-11,Latte,咖啡,1,40.0,cash
SALE_00087,CASH_00013,2024-03-11,Americano,咖啡,1,30.0,cash
SALE_00088,CASH_00014,2024-03-11,Cappuccino,咖啡,1,40.0,cash
SALE_00089,ANON-0000-0000-0035,2024-03-11,Cappuccino,咖啡,1,38.7,card
SALE_00090,ANON-0000-0000-0004,2024-03-12,Americano,咖啡,1,28.9,card
SALE_00091,ANON-0000-0000-0004,2024-03-12,Americano with Milk,咖啡,1,33.8,card
SALE_00092,ANON-0000-0000-0049,2024-03-12,Hot Chocolate,热饮,1,38.7,card
SALE_00093,ANON-0000-0000-0050,2024-03-12,Americano,咖啡,1,28.9,card
SALE_00094,ANON-0000-0000-0033,2024-03-12,Americano,咖啡,1,28.9,card
SALE_00095,CASH_00015,2024-03-12,Latte,咖啡,1,40.0,cash
SALE_00096,ANON-0000-0000-0033,2024-03-12,Cortado,其他,1,28.9,card
SALE_00097,ANON-0000-0000-0054,2024-03-13,Espresso,咖啡,1,24.0,card
SALE_00098,ANON-0000-0000-0048,2024-03-13,Hot Chocolate,热饮,1,38.7,card
SALE_00099,ANON-0000-0000-0004,2024-03-13,Americano,咖啡,1,28.9,card
SALE_00100,ANON-0000-0000-0051,2024-03-13,Americano,咖啡,1,28.9,card
SALE_00101,ANON-0000-0000-0051,2024-03-13,Americano,咖啡,1,28.9,card
SALE_00102,CASH_00016,2024-03-13,Espresso,咖啡,1,25.0,cash
SALE_00103,ANON-0000-0000-0052,2024-03-13,Americano with Milk,咖啡,1,33.8,card
SALE_00104,ANON-0000-0000-0053,2024-03-13,Espresso,咖啡,1,24.0,card
SALE_00105,ANON-0000-0000-0053,2024-03-13,Espresso,咖啡,1,24.0,card
SALE_00106,ANON-0000-0000-0050,2024-03-14,Espresso,咖啡,1,24.0,card
SALE_00107,ANON-0000-0000-0059,2024-03-14,Americano with Milk,咖啡,1,33.8,card
SALE_00108,ANON-0000-0000-0012,2024-03-14,Cortado,其他,1,28.9,card
SALE_00109,ANON-0000-0000-0019,2024-03-14,Hot Chocolate,热饮,1,38.7,card
SALE_00110,ANON-0000-0000-0058,2024-03-14,Latte,咖啡,1,38.7,card
SALE_00111,ANON-0000-0000-0057,2024-03-14,Espresso,咖啡,1,24.0,card
SALE_00112,ANON-0000-0000-0012,2024-03-14,Americano,咖啡,1,28.9,card
SALE_00113,ANON-0000-0000-0012,2024-03-14,Cortado,其他,1,28.9,card
SALE_00114,ANON-0000-0000-0055,2024-03-14,Hot Chocolate,热饮,1,38.7,card
SALE_00115,ANON-0000-0000-0055,2024-03-14,Latte,咖啡,1,38.7,card
SALE_00116,CASH_00017,2024-03-14,Latte,咖啡,1,40.0,cash
SALE_00117,ANON-0000-0000-0056,2024-03-14,Americano with Milk,咖啡,1,33.8,card
SALE_00118,CASH_00018,2024-03-15,Latte,咖啡,1,40.0,cash
SALE_00119,ANON-0000-0000-0060,2024-03-15,Hot Chocolate,热饮,1,38.7,card
SALE_00120,ANON-0000-0000-0012,2024-03-15,Americano,咖啡,1,28.9,card
SALE_00121,ANON-0000-0000-0062,2024-03-16,Americano with Milk,咖啡,1,33.8,card
SALE_00122,ANON-0000-0000-0012,2024-03-16,Cortado,其他,1,28.9,card
SALE_00123,ANON-0000-0000-0009,2024-03-16,Cortado,其他,1,28.9,card
SALE_00124,ANON-0000-0000-0009,2024-03-16,Cortado,其他,1,28.9,card
SALE_00125,ANON-0000-0000-0061,2024-03-16,Americano,咖啡,1,28.9,card
SALE_00126,ANON-0000-0000-0061,2024-03-16,Americano with Milk,咖啡,1,33.8,card
SALE_00127,CASH_00019,2024-03-17,Latte,咖啡,1,40.0,cash
SALE_00128,ANON-0000-0000-0063,2024-03-17,Cortado,其他,1,28.9,card
SALE_00129,ANON-0000-0000-0064,2024-03-18,Cortado,其他,1,28.9,card
SALE_00130,ANON-0000-0000-0003,2024-03-18,Americano,咖啡,1,28.9,card
SALE_00131,ANON-0000-0000-0003,2024-03-18,Americano,咖啡,1,28.9,card
SALE_00132,ANON-0000-0000-0003,2024-03-18,Americano,咖啡,1,28.9,card
SALE_00133,ANON-0000-0000-0066,2024-03-19,Americano with Milk,咖啡,1,33.8,card
SALE_00134,ANON-0000-0000-0049,2024-03-19,Hot Chocolate,热饮,1,38.7,card
SALE_00135,CASH_00020,2024-03-19,Hot Chocolate,热饮,1,40.0,cash
SALE_00136,ANON-0000-0000-0065,2024-03-19,Latte,咖啡,1,38.7,card
SALE_00137,CASH_00021,2024-03-19,Cortado,其他,1,30.0,cash
SALE_00138,ANON-0000-0000-0065,2024-03-19,Latte,咖啡,1,38.7,card
SALE_00139,ANON-0000-0000-0068,2024-03-20,Latte,咖啡,1,38.7,card
SALE_00140,ANON-0000-0000-0050,2024-03-20,Cocoa,其他,1,38.7,card
SALE_00141,ANON-0000-0000-0067,2024-03-20,Cappuccino,咖啡,1,38.7,card
SALE_00142,CASH_00022,2024-03-20,Latte,咖啡,1,40.0,cash
SALE_00143,ANON-0000-0000-0012,2024-03-20,Cortado,其他,1,28.9,card
SALE_00144,ANON-0000-0000-0049,2024-03-20,Cortado,其他,1,28.9,card
SALE_00145,CASH_00023,2024-03-21,Cappuccino,咖啡,1,40.0,cash
SALE_00146,ANON-0000-0000-0012,2024-03-21,Cortado,其他,1,28.9,card
SALE_00147,ANON-0000-0000-0012,2024-03-21,Cappuccino,咖啡,1,38.7,card
SALE_00148,CASH_00024,2024-03-21,Americano,咖啡,1,30.0,cash
SALE_00149,ANON-0000-0000-0012,2024-03-21,Cortado,其他,1,28.9,card
SALE_00150,ANON-0000-0000-0069,2024-03-21,Latte,咖啡,1,38.7,card
SALE_00151,ANON-0000-0000-0050,2024-03-22,Americano,咖啡,1,28.9,card
SALE_00152,ANON-0000-0000-0012,2024-03-22,Espresso,咖啡,1,24.0,card
SALE_00153,ANON-0000-0000-0012,2024-03-22,Americano,咖啡,1,28.9,card
SALE_00154,CASH_00025,2024-03-22,Cappuccino,咖啡,1,40.0,cash
SALE_00155,ANON-0000-0000-0070,2024-03-22,Americano with Milk,咖啡,1,33.8,card
SALE_00156,ANON-0000-0000-0071,2024-03-22,Americano with Milk,咖啡,1,33.8,card
SALE_00157,ANON-0000-0000-0076,2024-03-23,Americano with Milk,咖啡,1,33.8,card
SALE_00158,ANON-0000-0000-0072,2024-03-23,Latte,咖啡,1,38.7,card
SALE_00159,ANON-0000-0000-0073,2024-03-23,Americano with Milk,咖啡,1,33.8,card
SALE_00160,ANON-0000-0000-0074,2024-03-23,Cappuccino,咖啡,1,38.7,card
SALE_00161,ANON-0000-0000-0074,2024-03-23,Cocoa,其他,1,38.7,card
SALE_00162,ANON-0000-0000-0075,2024-03-23,Americano with Milk,咖啡,1,33.8,card
SALE_00163,ANON-0000-0000-0076,2024-03-23,Latte,咖啡,1,38.7,card
SALE_00164,ANON-0000-0000-0009,2024-03-23,Cortado,其他,1,28.9,card
SALE_00165,ANON-0000-0000-0077,2024-03-24,Latte,咖啡,1,38.7,card
SALE_00166,CASH_00026,2024-03-24,Latte,咖啡,1,40.0,cash
SALE_00167,ANON-0000-0000-0079,2024-03-25,Cappuccino,咖啡,1,38.7,card
SALE_00168,ANON-0000-0000-0024,2024-03-25,Americano with Milk,咖啡,1,33.8,card
SALE_00169,ANON-0000-0000-0017,2024-03-25,Latte,咖啡,1,38.7,card
SALE_00170,ANON-0000-0000-0009,2024-03-25,Latte,咖啡,1,38.7,card
SALE_00171,CASH_00027,2024-03-25,Americano with Milk,咖啡,1,35.0,cash
SALE_00172,ANON-0000-0000-0078,2024-03-25,Latte,咖啡,1,38.7,card
SALE_00173,ANON-0000-0000-0009,2024-03-26,Hot Chocolate,热饮,1,38.7,card
SALE_00174,ANON-0000-0000-0024,2024-03-26,Latte,咖啡,1,38.7,card
SALE_00175,ANON-0000-0000-0081,2024-03-26,Latte,咖啡,1,38.7,card
SALE_00176,ANON-0000-0000-0050,2024-03-26,Americano,咖啡,1,28.9,card
SALE_00177,ANON-0000-0000-0032,2024-03-26,Cortado,其他,1,28.9,card
SALE_00178,ANON-0000-0000-0059,2024-03-26,Cortado,其他,1,28.9,card
SALE_00179,ANON-0000-0000-0009,2024-03-26,Cortado,其他,1,28.9,card
SALE_00180,ANON-0000-0000-0080,2024-03-26,Latte,咖啡,1,38.7,card
SALE_00181,ANON-0000-0000-0055,2024-03-26,Latte,咖啡,1,38.7,card
SALE_00182,ANON-0000-0000-0055,2024-03-26,Cocoa,其他,1,38.7,card
SALE_00183,ANON-0000-0000-0003,2024-03-26,Americano,咖啡,1,28.9,card
SALE_00184,ANON-0000-0000-0012,2024-03-27,Americano,咖啡,1,28.9,card
SALE_00185,CASH_00028,2024-03-27,Latte,咖啡,1,40.0,cash
SALE_00186,ANON-0000-0000-0084,2024-03-27,Cortado,其他,1,28.9,card
SALE_00187,ANON-0000-0000-0012,2024-03-27,Cappuccino,咖啡,1,38.7,card
SALE_00188,ANON-0000-0000-0003,2024-03-27,Cortado,其他,1,28.9,card
SALE_00189,ANON-0000-0000-0082,2024-03-27,Americano with Milk,咖啡,1,33.8,card
SALE_00190,ANON-0000-0000-0003,2024-03-27,Americano with Milk,咖啡,1,33.8,card
SALE_00191,ANON-0000-0000-0083,2024-03-27,Hot Chocolate,热饮,1,38.7,card
SALE_00192,ANON-0000-0000-0085,2024-03-28,Cortado,其他,1,28.9,card
SALE_00193,ANON-0000-0000-0012,2024-03-28,Cortado,其他,1,28.9,card
SALE_00194,ANON-0000-0000-0012,2024-03-28,Americano,咖啡,1,28.9,card
SALE_00195,ANON-0000-0000-0086,2024-03-28,Latte,咖啡,1,38.7,card
SALE_00196,CASH_00029,2024-03-29,Cappuccino,咖啡,1,40.0,cash
SALE_00197,ANON-0000-0000-0088,2024-03-29,Cappuccino,咖啡,1,38.7,card
SALE_00198,ANON-0000-0000-0087,2024-03-29,Latte,咖啡,1,38.7,card
SALE_00199,ANON-0000-0000-0088,2024-03-29,Cappuccino,咖啡,1,38.7,card
SALE_00200,ANON-0000-0000-0069,2024-03-30,Latte,咖啡,1,38.7,card
SALE_00201,CASH_00030,2024-03-30,Cappuccino,咖啡,1,40.0,cash
SALE_00202,ANON-0000-0000-0017,2024-03-30,Latte,咖啡,1,38.7,card
SALE_00203,ANON-0000-0000-0009,2024-03-30,Latte,咖啡,1,38.7,card
SALE_00204,ANON-0000-0000-0009,2024-03-30,Americano with Milk,咖啡,1,33.8,card
SALE_00205,ANON-0000-0000-0089,2024-03-31,Cappuccino,咖啡,1,38.7,card
SALE_00206,CASH_00031,2024-03-31,Americano,咖啡,1,30.0,cash
SALE_00207,ANON-0000-0000-0009,2024-04-01,Americano with Milk,咖啡,1,33.8,card
SALE_00208,ANON-0000-0000-0090,2024-04-01,Hot Chocolate,热饮,1,38.7,card
SALE_00209,ANON-0000-0000-0024,2024-04-01,Americano with Milk,咖啡,1,33.8,card
SALE_00210,CASH_00032,2024-04-01,Cappuccino,咖啡,1,40.0,cash
SALE_00211,ANON-0000-0000-0004,2024-04-01,Americano with Milk,咖啡,1,33.8,card
SALE_00212,ANON-0000-0000-0004,2024-04-01,Americano,咖啡,1,28.9,card
SALE_00213,ANON-0000-0000-0004,2024-04-01,Americano with Milk,咖啡,1,33.8,card
SALE_00214,CASH_00033,2024-04-02,Cappuccino,咖啡,1,40.0,cash
SALE_00215,ANON-0000-0000-0001,2024-04-02,Latte,咖啡,1,38.7,card
SALE_00216,ANON-0000-0000-0003,2024-04-02,Americano,咖啡,1,28.9,card
SALE_00217,ANON-0000-0000-0003,2024-04-02,Cortado,其他,1,28.9,card
SALE_00218,ANON-0000-0000-0003,2024-04-03,Americano,咖啡,1,28.9,card
SALE_00219,ANON-0000-0000-0012,2024-04-03,Cappuccino,咖啡,1,38.7,card
SALE_00220,ANON-0000-0000-0003,2024-04-03,Cortado,其他,1,28.9,card
SALE_00221,CASH_00034,2024-04-03,Cortado,其他,1,30.0,cash
SALE_00222,CASH_00035,2024-04-04,Latte,咖啡,1,40.0,cash
SALE_00223,ANON-0000-0000-0093,2024-04-04,Cappuccino,咖啡,1,38.7,card
SALE_00224,ANON-0000-0000-0094,2024-04-04,Cortado,其他,1,28.9,card
SALE_00225,ANON-0000-0000-0091,2024-04-04,Latte,咖啡,1,38.7,card
SALE_00226,ANON-0000-0000-0092,2024-04-04,Latte,咖啡,1,38.7,card
SALE_00227,ANON-0000-0000-0003,2024-04-05,Espresso,咖啡,1,24.0,card
SALE_00228,ANON-0000-0000-0095,2024-04-05,Americano,咖啡,1,28.9,card
SALE_00229,ANON-0000-0000-0012,2024-04-05,Americano,咖啡,1,28.9,card
SALE_00230,ANON-0000-0000-0096,2024-04-05,Cortado,其他,1,28.9,card
SALE_00231,ANON-0000-0000-0097,2024-04-05,Americano with Milk,咖啡,1,33.8,card
SALE_00232,ANON-0000-0000-0098,2024-04-05,Latte,咖啡,1,38.7,card
SALE_00233,ANON-0000-0000-0098,2024-04-05,Cortado,其他,1,28.9,card
SALE_00234,CASH_00036,2024-04-05,Latte,咖啡,1,40.0,cash
SALE_00235,CASH_00037,2024-04-05,Cappuccino,咖啡,1,40.0,cash
SALE_00236,CASH_00038,2024-04-05,Americano,咖啡,1,30.0,cash
SALE_00237,CASH_00039,2024-04-05,Cocoa,其他,1,40.0,cash
SALE_00238,ANON-0000-0000-0009,2024-04-06,Latte,咖啡,1,38.7,card
SALE_00239,ANON-0000-0000-0040,2024-04-06,Americano,咖啡,1,28.9,card
SALE_00240,ANON-0000-0000-0040,2024-04-06,Cappuccino,咖啡,1,38.7,card
SALE_00241,ANON-0000-0000-0099,2024-04-06,Americano with Milk,咖啡,1,33.8,card
SALE_00242,ANON-0000-0000-0101,2024-04-07,Americano with Milk,咖啡,1,33.8,card
SALE_00243,ANON-0000-0000-0091,2024-04-07,Latte,咖啡,1,38.7,card
SALE_00244,ANON-0000-0000-0040,2024-04-07,Cappuccino,咖啡,1,38.7,card
SALE_00245,ANON-0000-0000-0040,2024-04-07,Cappuccino,咖啡,1,38.7,card
SALE_00246,ANON-0000-0000-0100,2024-04-07,Cortado,其他,1,28.9,card
SALE_00247,ANON-0000-0000-0100,2024-04-07,Espresso,咖啡,1,24.0,card
SALE_00248,ANON-0000-0000-0101,2024-04-07,Hot Chocolate,热饮,1,38.7,card
SALE_00249,ANON-0000-0000-0105,2024-04-08,Americano,咖啡,1,28.9,card
SALE_00250,ANON-0000-0000-0104,2024-04-08,Cappuccino,咖啡,1,38.7,card
SALE_00251,ANON-0000-0000-0106,2024-04-08,Cappuccino,咖啡,1,38.7,card
SALE_00252,ANON-0000-0000-0024,2024-04-08,Americano with Milk,咖啡,1,33.8,card
SALE_00253,ANON-0000-0000-0017,2024-04-08,Latte,咖啡,1,38.7,card
SALE_00254,ANON-0000-0000-0103,2024-04-08,Cappuccino,咖啡,1,38.7,card
SALE_00255,CASH_00040,2024-04-08,Espresso,咖啡,1,25.0,cash
SALE_00256,ANON-0000-0000-0012,2024-04-08,Americano,咖啡,1,28.9,card
SALE_00257,ANON-0000-0000-0102,2024-04-08,Americano with Milk,咖啡,1,33.8,card
SALE_00258,CASH_00041,2024-04-08,Americano with Milk,咖啡,1,35.0,cash
SALE_00259,CASH_00042,2024-04-09,Cappuccino,咖啡,1,40.0,cash
SALE_00260,CASH_00043,2024-04-09,Americano,咖啡,1,30.0,cash
SALE_00261,ANON-0000-0000-0091,2024-04-09,Latte,咖啡,1,38.7,card
SALE_00262,ANON-0000-0000-0107,2024-04-09,Hot Chocolate,热饮,1,38.7,card
SALE_00263,ANON-0000-0000-0049,2024-04-09,Hot Chocolate,热饮,1,38.7,card
SALE_00264,ANON-0000-0000-0109,2024-04-10,Latte,咖啡,1,38.7,card
SALE_00265,ANON-0000-0000-0009,2024-04-10,Cappuccino,咖啡,1,38.7,card
SALE_00266,CASH_00044,2024-04-10,Hot Chocolate,热饮,1,40.0,cash
SALE_00267,CASH_00045,2024-04-10,Espresso,咖啡,1,25.0,cash
SALE_00268,ANON-0000-0000-0108,2024-04-10,Espresso,咖啡,1,24.0,card
SALE_00269,ANON-0000-0000-0110,2024-04-11,Americano,咖啡,1,28.9,card
SALE_00270,ANON-0000-0000-0110,2024-04-11,Americano,咖啡,1,28.9,card
SALE_00271,ANON-0000-0000-0017,2024-04-11,Latte,咖啡,1,38.7,card
SALE_00272,ANON-0000-0000-0106,2024-04-11,Cappuccino,咖啡,1,38.7,card
SALE_00273,ANON-0000-0000-0024,2024-04-11,Americano with Milk,咖啡,1,33.8,card
SALE_00274,ANON-0000-0000-0019,2024-04-12,Hot Chocolate,热饮,1,38.7,card
SALE_00275,ANON-0000-0000-0009,2024-04-12,Cortado,其他,1,28.9,card
SALE_00276,ANON-0000-0000-0112,2024-04-13,Cappuccino,咖啡,1,38.7,card
SALE_00277,ANON-0000-0000-0111,2024-04-13,Latte,咖啡,1,38.7,card
SALE_00278,ANON-0000-0000-0012,2024-04-13,Cappuccino,咖啡,1,38.7,card
SALE_00279,ANON-0000-0000-0111,2024-04-13,Cappuccino,咖啡,1,38.7,card
SALE_00280,CASH_00046,2024-04-13,Hot Chocolate,热饮,1,40.0,cash
SALE_00281,CASH_00047,2024-04-13,Hot Chocolate,热饮,1,40.0,cash
SALE_00282,ANON-0000-0000-0012,2024-04-13,Americano,咖啡,1,28.9,card
SALE_00283,ANON-0000-0000-0009,2024-04-13,Latte,咖啡,1,38.7,card
SALE_00284,ANON-0000-0000-0115,2024-04-14,Cappuccino,咖啡,1,38.7,card
SALE_00285,ANON-0000-0000-0019,2024-04-14,Latte,咖啡,1,38.7,card
SALE_00286,ANON-0000-0000-0012,2024-04-14,Cortado,其他,1,28.9,card
SALE_00287,ANON-0000-0000-0017,2024-04-14,Cappuccino,咖啡,1,38.7,card
SALE_00288,ANON-0000-0000-0012,2024-04-14,Americano,咖啡,1,28.9,card
SALE_00289,ANON-0000-0000-0012,2024-04-14,Americano,咖啡,1,28.9,card
SALE_00290,ANON-0000-0000-0012,2024-04-14,Americano,咖啡,1,28.9,card
SALE_00291,CASH_00048,2024-04-14,Americano with Milk,咖啡,1,35.0,cash
SALE_00292,CASH_00049,2024-04-14,Cortado,其他,1,30.0,cash
SALE_00293,CASH_00050,2024-04-14,Cortado,其他,1,30.0,cash
SALE_00294,ANON-0000-0000-0113,2024-04-14,Cappuccino,咖啡,1,38.7,card
SALE_00295,CASH_00051,2024-04-14,Latte,咖啡,1,40.0,cash
SALE_00296,ANON-0000-0000-0114,2024-04-14,Cortado,其他,1,28.9,card
SALE_00297,ANON-0000-0000-0064,2024-04-15,Americano,咖啡,1,28.9,card
SALE_00298,ANON-0000-0000-0003,2024-04-15,Americano,咖啡,1,28.9,card
SALE_00299,ANON-0000-0000-0004,2024-04-15,Americano with Milk,咖啡,1,33.8,card
SALE_00300,ANON-0000-0000-0009,2024-04-15,Americano with Milk,咖啡,1,33.8,card
SALE_00301,CASH_00052,2024-04-15,Espresso,咖啡,1,25.0,cash
SALE_00302,ANON-0000-0000-0009,2024-04-16,Cappuccino,咖啡,1,38.7,card
SALE_00303,ANON-0000-0000-0050,2024-04-16,Cocoa,其他,1,38.7,card
SALE_00304,ANON-0000-0000-0118,2024-04-16,Americano,咖啡,1,28.9,card
SALE_00305,ANON-0000-0000-0024,2024-04-16,Americano with Milk,咖啡,1,33.8,card
SALE_00306,ANON-0000-0000-0117,2024-04-16,Cocoa,其他,1,38.7,card
SALE_00307,ANON-0000-0000-0116,2024-04-16,Americano with Milk,咖啡,1,33.8,card
SALE_00308,CASH_00053,2024-04-16,Americano with Milk,咖啡,1,35.0,cash
SALE_00309,ANON-0000-0000-0064,2024-04-16,Cortado,其他,1,28.9,card
SALE_00310,ANON-0000-0000-0012,2024-04-17,Americano,咖啡,1,28.9,card
SALE_00311,ANON-0000-0000-0119,2024-04-17,Espresso,咖啡,1,24.0,card
SALE_00312,CASH_00054,2024-04-17,Cappuccino,咖啡,1,40.0,cash
SALE_00313,ANON-0000-0000-0120,2024-04-17,Cappuccino,咖啡,1,38.7,card
